VTX, IDX, s_attribute_0.x, s_attribute_0.y, s_attribute_1.x, s_attribute_1.y, s_attribute_1.z, s_attribute_1.w, s_attribute_2.x, s_attribute_2.y, s_attribute_2.z, s_attribute_2.w, s_attribute_3.x, s_attribute_3.y, s_attribute_3.z, s_attribute_3.w
159, 39371, -5.22729, -8.78159, -0.34668, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.99512, -0.09766,  0.00636, -1.00
160, 39413, -5.72006, -8.87961, -0.22205, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
161, 39368, -5.17161, -9.14265, -0.34668, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
162, 39419, -5.77575, -8.51854, -0.22205, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.99512, -0.09766,  0.00636, -1.00
163, 39413, -5.72006, -8.87961, -0.22205, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
164, 39371, -5.22729, -8.78159, -0.34668, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.99512, -0.09766,  0.00636, -1.00
165, 39371, -5.22729, -8.78159, -0.34668, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.99512, -0.09766,  0.00636, -1.00
166, 39381, -5.31936, -8.2555, -0.34668, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99951,  0.00005,  0.0009, -1.00
167, 39419, -5.77575, -8.51854, -0.22205, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.99512, -0.09766,  0.00636, -1.00
168, 39393, -5.46951, -9.72038, -0.22205, -2.35352,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.57813, -0.98047, -0.19482,  0.00459, -1.00
169, 39359, -5.07417, -9.38251, -0.34668, -2.28906,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.5625, -0.98047, -0.19434,  0.01176, -1.00
170, 39408, -5.66437, -9.24066, -0.22205, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
171, 39359, -5.07417, -9.38251, -0.34668, -2.28906,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.5625, -0.98047, -0.19434,  0.01176, -1.00
172, 39368, -5.17161, -9.14265, -0.34668, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
173, 39408, -5.66437, -9.24066, -0.22205, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
174, 39413, -5.72006, -8.87961, -0.22205, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
175, 39408, -5.66437, -9.24066, -0.22205, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
176, 39368, -5.17161, -9.14265, -0.34668, -2.22461,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.54688, -0.98047, -0.19434,  0.01176, -1.00
177, 39426, -5.86782, -7.99246, -0.22205, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
178, 39381, -5.31936, -8.2555, -0.34668, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99951,  0.00005,  0.0009, -1.00
179, 39386, -5.41143, -7.72941, -0.34668, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
180, 39419, -5.77575, -8.51854, -0.22205, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.99512, -0.09766,  0.00636, -1.00
181, 39381, -5.31936, -8.2555, -0.34668, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99951,  0.00005,  0.0009, -1.00
182, 39426, -5.86782, -7.99246, -0.22205, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
183, 39381, -5.31936, -8.2555, -0.34668, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.99951,  0.00005,  0.0009, -1.00
184, 39340, -4.86298, -7.99246, -0.47144, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
185, 39386, -5.41143, -7.72941, -0.34668, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
186, 39229, -3.24001, -12.8609, -0.3457, -3.20898,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
187, 39192, -2.61385, -12.84632, -0.46948, -3.28711,  0.00,  0.00, -0.02809,  0.04828,  0.99805,  22.79688, -0.83984, -0.54199,  0.00258, -1.00
188, 39210, -2.93523, -12.37561, -0.46997, -3.15039,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
189, 39219, -3.07932, -13.09626, -0.34546, -3.27734,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
190, 39192, -2.61385, -12.84632, -0.46948, -3.28711,  0.00,  0.00, -0.02809,  0.04828,  0.99805,  22.79688, -0.83984, -0.54199,  0.00258, -1.00
191, 39229, -3.24001, -12.8609, -0.3457, -3.20898,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
192, 39249, -3.56139, -12.3902, -0.34595, -3.07227,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
193, 39270, -3.86617, -12.87549, -0.22168, -3.13086,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
194, 39229, -3.24001, -12.8609, -0.3457, -3.20898,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
195, 39248, -3.54478, -13.3462, -0.22119, -3.26563,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
196, 39219, -3.07932, -13.09626, -0.34546, -3.27734,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
197, 39229, -3.24001, -12.8609, -0.3457, -3.20898,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
198, 39248, -3.54478, -13.3462, -0.22119, -3.26563,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
199, 39229, -3.24001, -12.8609, -0.3457, -3.20898,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
200, 39270, -3.86617, -12.87549, -0.22168, -3.13086,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
201, 39249, -3.56139, -12.3902, -0.34595, -3.07227,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
202, 39229, -3.24001, -12.8609, -0.3457, -3.20898,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
203, 39210, -2.93523, -12.37561, -0.46997, -3.15039,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
204, 39249, -3.56139, -12.3902, -0.34595, -3.07227,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
205, 39210, -2.93523, -12.37561, -0.46997, -3.15039,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
206, 39231, -3.25661, -11.9049, -0.47046, -3.01563,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
207, 39272, -3.88277, -11.91949, -0.34644, -2.9375,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.71875, -0.84033, -0.5415,  0.00624, -1.00
208, 39249, -3.56139, -12.3902, -0.34595, -3.07227,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
209, 39231, -3.25661, -11.9049, -0.47046, -3.01563,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
210, 39294, -4.18755, -12.40479, -0.22217, -2.99414,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
211, 39270, -3.86617, -12.87549, -0.22168, -3.13086,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
212, 39249, -3.56139, -12.3902, -0.34595, -3.07227,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
213, 39272, -3.88277, -11.91949, -0.34644, -2.9375,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.71875, -0.84033, -0.5415,  0.00624, -1.00
214, 39294, -4.18755, -12.40479, -0.22217, -2.99414,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
215, 39249, -3.56139, -12.3902, -0.34595, -3.07227,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
216, 39292, -4.17094, -13.36079, -0.09723, -3.18945,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
217, 39248, -3.54478, -13.3462, -0.22119, -3.26563,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
218, 39270, -3.86617, -12.87549, -0.22168, -3.13086,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
219, 39314, -4.49232, -12.89009, -0.09772, -3.05273,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
220, 39270, -3.86617, -12.87549, -0.22168, -3.13086,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
221, 39294, -4.18755, -12.40479, -0.22217, -2.99414,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
222, 39292, -4.17094, -13.36079, -0.09723, -3.18945,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
223, 39270, -3.86617, -12.87549, -0.22168, -3.13086,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
224, 39314, -4.49232, -12.89009, -0.09772, -3.05273,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
225, 39511, -6.87265, -7.99246,  0.02731, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
226, 39474, -6.41627, -7.72942, -0.09735, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99951,  0.00005,  0.0009, -1.00
227, 39517, -6.96472, -7.46637,  0.02731, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
228, 39511, -6.87265, -7.99246,  0.02731, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
229, 39551, -7.42111, -7.72942,  0.15198, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
230, 39547, -7.36542, -8.09048,  0.15198, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
231, 39511, -6.87265, -7.99246,  0.02731, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
232, 39517, -6.96472, -7.46637,  0.02731, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
233, 39551, -7.42111, -7.72942,  0.15198, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
234, 39551, -7.42111, -7.72942,  0.15198, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
235, 39517, -6.96472, -7.46637,  0.02731, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
236, 39556, -7.51317, -7.20333,  0.15198, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
237, 39556, -7.51317, -7.20333,  0.15198, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
238, 39517, -6.96472, -7.46637,  0.02731, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99951,  0.00005,  0.0009, -1.00
239, 39525, -7.05679, -6.94029,  0.02731, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
240, 39551, -7.42111, -7.72942,  0.15198, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
241, 39584, -7.96956, -7.46637,  0.27661, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99512, -0.09766,  0.00636, -1.00
242, 39581, -7.91387, -7.82743,  0.27661, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
243, 39551, -7.42111, -7.72942,  0.15198, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
244, 39556, -7.51317, -7.20333,  0.15198, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
245, 39584, -7.96956, -7.46637,  0.27661, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99512, -0.09766,  0.00636, -1.00
246, 39547, -7.36542, -8.09048,  0.15198, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
247, 39551, -7.42111, -7.72942,  0.15198, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.99512, -0.09766,  0.00636, -1.00
248, 39581, -7.91387, -7.82743,  0.27661, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
249, 39543, -7.30973, -8.45154,  0.15198, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
250, 39547, -7.36542, -8.09048,  0.15198, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
251, 39577, -7.85818, -8.18849,  0.27661, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
252, 39547, -7.36542, -8.09048,  0.15198, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
253, 39581, -7.91387, -7.82743,  0.27661, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
254, 39577, -7.85818, -8.18849,  0.27661, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
255, 39584, -7.96956, -7.46637,  0.27661, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99512, -0.09766,  0.00636, -1.00
256, 39556, -7.51317, -7.20333,  0.15198, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
257, 39588, -8.06163, -6.94029,  0.27661, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
258, 39556, -7.51317, -7.20333,  0.15198, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
259, 39525, -7.05679, -6.94029,  0.02731, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
260, 39559, -7.55921, -6.94029,  0.15198, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
261, 39556, -7.51317, -7.20333,  0.15198, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99951,  0.00005,  0.0009, -1.00
262, 39559, -7.55921, -6.94029,  0.15198, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
263, 39588, -8.06163, -6.94029,  0.27661, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
264, 39584, -7.96956, -7.46637,  0.27661, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99512, -0.09766,  0.00636, -1.00
265, 39610, -8.51801, -7.20333,  0.40137, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99512, -0.09766,  0.00636, -1.00
266, 39607, -8.46233, -7.56439,  0.40137, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.98047, -0.19434,  0.01176, -1.00
267, 39584, -7.96956, -7.46637,  0.27661, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99512, -0.09766,  0.00636, -1.00
268, 39588, -8.06163, -6.94029,  0.27661, -1.67773,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.4375, -0.99951,  0.00005,  0.0009, -1.00
269, 39610, -8.51801, -7.20333,  0.40137, -1.74609,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.45313, -0.99512, -0.09766,  0.00636, -1.00
270, 39584, -7.96956, -7.46637,  0.27661, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.99512, -0.09766,  0.00636, -1.00
271, 39607, -8.46233, -7.56439,  0.40137, -1.81445,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.46875, -0.98047, -0.19434,  0.01176, -1.00
272, 39581, -7.91387, -7.82743,  0.27661, -1.88281,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
273, 39279, -4.01025, -13.59614, -0.09705, -3.25586,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
274, 39248, -3.54478, -13.3462, -0.22119, -3.26563,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
275, 39292, -4.17094, -13.36079, -0.09723, -3.18945,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
276, 39310, -4.47572, -13.84609,  0.02715, -3.24609,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
277, 39279, -4.01025, -13.59614, -0.09705, -3.25586,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.79688, -0.84033, -0.5415,  0.00624, -1.00
278, 39292, -4.17094, -13.36079, -0.09723, -3.18945,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
279, 39335, -4.7971, -13.37538,  0.02667, -3.11133,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
280, 39292, -4.17094, -13.36079, -0.09723, -3.18945,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
281, 39314, -4.49232, -12.89009, -0.09772, -3.05273,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
282, 39310, -4.47572, -13.84609,  0.02715, -3.24609,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
283, 39292, -4.17094, -13.36079, -0.09723, -3.18945,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
284, 39335, -4.7971, -13.37538,  0.02667, -3.11133,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
285, 39363, -5.10188, -13.86068,  0.15112, -3.16797,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
286, 39310, -4.47572, -13.84609,  0.02715, -3.24609,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
287, 39335, -4.7971, -13.37538,  0.02667, -3.11133,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
288, 39347, -4.94119, -14.09603,  0.15125, -3.23633,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
289, 39310, -4.47572, -13.84609,  0.02715, -3.24609,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
290, 39363, -5.10188, -13.86068,  0.15112, -3.16797,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
291, 39389, -5.42326, -13.38997,  0.15063, -3.0332,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.88525, -0.46411,  0.00189, -1.00
292, 39363, -5.10188, -13.86068,  0.15112, -3.16797,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
293, 39335, -4.7971, -13.37538,  0.02667, -3.11133,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
294, 39335, -4.7971, -13.37538,  0.02667, -3.11133,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
295, 39314, -4.49232, -12.89009, -0.09772, -3.05273,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
296, 39365, -5.11848, -12.90467,  0.02621, -2.97461,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.71875, -0.88525, -0.46411,  0.00189, -1.00
297, 39389, -5.42326, -13.38997,  0.15063, -3.0332,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.88525, -0.46411,  0.00189, -1.00
298, 39335, -4.7971, -13.37538,  0.02667, -3.11133,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.84033, -0.5415,  0.00624, -1.00
299, 39365, -5.11848, -12.90467,  0.02621, -2.97461,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.71875, -0.88525, -0.46411,  0.00189, -1.00
300, 39365, -5.11848, -12.90467,  0.02621, -2.97461,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.71875, -0.88525, -0.46411,  0.00189, -1.00
301, 39314, -4.49232, -12.89009, -0.09772, -3.05273,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.84033, -0.5415,  0.00624, -1.00
302, 39337, -4.81371, -12.41938, -0.09821, -2.91797,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.70313, -0.88525, -0.46411,  0.00189, -1.00
303, 39385, -5.40665, -14.34597,  0.27539, -3.22656,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
304, 39347, -4.94119, -14.09603,  0.15125, -3.23633,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
305, 39363, -5.10188, -13.86068,  0.15112, -3.16797,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
306, 39385, -5.40665, -14.34597,  0.27539, -3.22656,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.78125, -0.84033, -0.5415,  0.00624, -1.00
307, 39363, -5.10188, -13.86068,  0.15112, -3.16797,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
308, 39414, -5.72804, -13.87527,  0.2749, -3.08984,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.88525, -0.46411,  0.00189, -1.00
309, 39414, -5.72804, -13.87527,  0.2749, -3.08984,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.88525, -0.46411,  0.00189, -1.00
310, 39363, -5.10188, -13.86068,  0.15112, -3.16797,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.76563, -0.84033, -0.5415,  0.00624, -1.00
311, 39389, -5.42326, -13.38997,  0.15063, -3.0332,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.88525, -0.46411,  0.00189, -1.00
312, 39389, -5.42326, -13.38997,  0.15063, -3.0332,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.73438, -0.88525, -0.46411,  0.00189, -1.00
313, 39441, -6.04683, -13.28921,  0.27563, -2.97461,  0.00,  0.00, -0.01082,  0.04102,  0.99902,  22.71875, -0.92383, -0.38232,  0.0057, -1.00
314, 39414, -5.72804, -13.87527,  0.2749, -3.08984,  0.00,  0.00, -0.0208,  0.04373,  0.99854,  22.75, -0.88525, -0.46411,  0.00189, -1.00
